sequence,genre,num_frames,mean_motion,std_motion,max_motion,median_motion,total_displacement
gKR_sBM_cAll_d28_mKR2_ch08,gKR,576,0.71488184,0.32049805,1.5098737,0.69886804,411.05707
gJB_sBM_cAll_d09_mJB5_ch01,gJB,443,1.1408447,0.47044927,2.7415307,1.1385136,504.25336
gJB_sBM_cAll_d09_mJB4_ch01,gJB,480,1.0398265,0.44584158,2.400935,1.0514536,498.0769
gLH_sBM_cAll_d18_mLH4_ch09,gLH,480,1.0767894,0.41929358,2.293702,1.0369587,515.7821
gJB_sBM_cAll_d07_mJB2_ch02,gJB,576,1.6584722,0.7361462,5.3475056,1.587848,953.6215
gJS_sBM_cAll_d01_mJS3_ch06,gJS,524,0.79719293,0.45894694,2.141892,0.91778046,416.93192
gJB_sBM_cAll_d07_mJB3_ch02,gJB,524,1.6822836,0.6783163,3.9143527,1.6886984,879.83435
gWA_sBM_cAll_d25_mWA2_ch02,gWA,576,0.4143806,0.3204156,2.2091386,0.33271772,238.26884
gWA_sBM_cAll_d25_mWA3_ch02,gWA,524,0.55257154,0.34179154,2.397809,0.501011,288.9949
gJS_sBM_cAll_d01_mJS3_ch04,gJS,524,0.7900428,0.894565,3.1552563,0.2987345,413.19238
gJS_sBM_cAll_d01_mJS3_ch10,gJS,524,0.2911399,0.23611468,2.2846837,0.22793418,152.26617
gJB_sBM_cAll_d09_mJB5_ch03,gJB,443,1.2071179,0.6563093,6.6903596,1.0834025,533.54614
gBR_sBM_cAll_d05_mBR0_ch01,gBR,720,0.99872804,0.50539494,2.1041584,0.9547285,718.08545
gBR_sBM_cAll_d05_mBR1_ch01,gBR,640,1.6437309,0.51913583,3.02583,1.634981,1050.344
gPO_sBM_cAll_d11_mPO1_ch05,gPO,640,0.34196573,0.26412144,1.1793046,0.23752633,218.51611
gPO_sBM_cAll_d11_mPO1_ch04,gPO,640,0.14677112,0.08180789,0.43663576,0.13365182,93.78674
gPO_sBM_cAll_d11_mPO1_ch10,gPO,640,0.6295892,0.3289495,1.5565219,0.6455429,402.3075
gLH_sFM_cAll_d18_mLH4_ch19,gLH,1919,0.7426499,0.5594245,7.6272783,0.5720353,1424.4026
gJB_sBM_cAll_d09_mJB4_ch02,gJB,480,1.2050253,0.66210514,3.4791098,1.1421884,577.20715
gJB_sBM_cAll_d09_mJB5_ch02,gJB,443,1.401673,0.7414971,4.2156796,1.3915614,619.5394
gJB_sBM_cAll_d07_mJB2_ch01,gJB,576,1.0929812,0.4267303,2.6144974,1.0861089,628.46423
gJS_sBM_cAll_d01_mJS3_ch05,gJS,524,0.07698767,0.054483935,0.25827593,0.06328081,40.26455
gJB_sBM_cAll_d08_mJB0_ch02,gJB,720,1.0684866,0.49256948,2.9684427,0.9568983,768.2418
gJB_sBM_cAll_d08_mJB1_ch02,gJB,640,1.2083061,0.54349166,2.9671235,1.0514753,772.10754
gJS_sBM_cAll_d01_mJS3_ch01,gJS,524,0.036935262,0.05042293,0.41243947,0.022439381,19.317142
gJS_sBM_cAll_d01_mJS2_ch01,gJS,576,0.029492477,0.041644737,0.3112946,0.01645178,16.958174
gPO_sFM_cAll_d12_mPO1_ch16,gPO,2558,0.47590885,0.33835405,3.593265,0.3835255,1216.8989
gHO_sBM_cAll_d21_mHO3_ch01,gHO,460,0.9143522,0.31307766,1.7449256,0.9248665,419.68765
gHO_sBM_cAll_d21_mHO2_ch01,gHO,480,0.69026774,0.2565606,1.3726103,0.68074715,330.63824
gJB_sBM_cAll_d08_mJB5_ch08,gJB,443,1.0686221,0.51950777,2.3495681,0.94265807,472.33096
gJB_sBM_cAll_d09_mJB5_ch06,gJB,443,2.8624718,1.349822,8.4221735,2.994109,1265.2125
gKR_sBM_cAll_d30_mKR4_ch02,gKR,480,0.8896347,0.45742646,2.1048427,0.7630752,426.13504
gBR_sBM_cAll_d05_mBR0_ch04,gBR,720,1.0364912,0.47001016,2.2625258,1.0547194,745.2371
gBR_sBM_cAll_d05_mBR0_ch10,gBR,720,0.36461052,0.19838595,1.030486,0.3486405,262.15497
gBR_sBM_cAll_d05_mBR0_ch05,gBR,720,1.2499115,0.7610243,3.7645433,1.0857522,898.6864
gPO_sBM_cAll_d11_mPO1_ch01,gPO,640,0.45162204,0.30068442,1.1373706,0.38704863,288.5865
gPO_sBM_cAll_d11_mPO0_ch01,gPO,720,0.2819521,0.23264109,0.7461873,0.20118213,202.72357
gJB_sBM_cAll_d09_mJB5_ch07,gJB,443,2.9266584,1.4144875,9.812654,2.7700696,1293.583
gJB_sBM_cAll_d08_mJB5_ch09,gJB,443,1.7077421,0.8830182,4.014941,1.6401356,754.822
gMH_sBM_cAll_d23_mMH1_ch02,gMH,640,1.447136,0.8055803,4.1654406,1.3515549,924.7199
gMH_sBM_cAll_d23_mMH0_ch02,gMH,720,1.2250143,0.61169547,3.239312,1.1626339,880.7853
gLO_sBM_cAll_d14_mLO5_ch02,gLO,443,0.34863436,0.17693153,0.88904834,0.33484727,154.09639
gLO_sBM_cAll_d14_mLO4_ch02,gLO,480,0.22573154,0.18027267,1.0449972,0.17094256,108.125404
gJB_sBM_cAll_d08_mJB1_ch01,gJB,640,1.116422,0.4575633,2.5666003,1.100242,713.3937
gJB_sBM_cAll_d08_mJB0_ch01,gJB,720,1.0270665,0.39199775,2.3185008,1.0004164,738.4608
gJS_sBM_cAll_d01_mJS2_ch02,gJS,576,0.12682803,0.16656086,0.7382762,0.04521385,72.92612
gJS_sBM_cAll_d01_mJS3_ch02,gJS,524,0.15650173,0.17981702,0.7236122,0.0723632,81.8504
gHO_sBM_cAll_d21_mHO2_ch02,gHO,480,0.9872476,0.36374435,1.8373121,0.97101396,472.8916
gHO_sBM_cAll_d21_mHO3_ch02,gHO,460,1.1170187,0.4320449,2.19397,1.0817751,512.7116
gJS_sBM_cAll_d03_mJS3_ch09,gJS,524,0.68442017,0.67683536,2.7253094,0.4186282,357.95175
gJB_sBM_cAll_d09_mJB5_ch05,gJB,443,1.3496358,0.71498907,3.5225422,1.2727807,596.53906
gKR_sBM_cAll_d30_mKR4_ch01,gKR,480,0.94476664,0.5662251,2.3182917,0.78271943,452.5432
gPO_sBM_cAll_d11_mPO1_ch03,gPO,640,0.3916588,0.24655159,1.2405773,0.35982674,250.26999
gBR_sBM_cAll_d04_mBR0_ch09,gBR,720,0.7298604,0.45806825,2.184829,0.6278676,524.76965
gBR_sBM_cAll_d05_mBR0_ch06,gBR,720,1.391664,0.6430269,2.9145348,1.4198829,1000.60645
gPO_sBM_cAll_d11_mPO0_ch02,gPO,720,0.40133756,0.25948673,1.1712946,0.33573365,288.5617
gPO_sBM_cAll_d11_mPO1_ch02,gPO,640,0.6742739,0.36275688,1.755703,0.6479941,430.86102
gJS_sFM_cAll_d01_mJS3_ch04,gJS,2093,0.79358476,0.47459868,5.451406,0.70397484,1660.1793
gJB_sBM_cAll_d09_mJB5_ch04,gJB,443,1.2482623,0.74577373,3.3458493,1.4230227,551.73193
gJS_sBM_cAll_d03_mJS3_ch08,gJS,524,0.9491552,0.4988787,2.1875465,0.78008765,496.40817
gJB_sBM_cAll_d09_mJB5_ch10,gJB,443,0.8865157,0.5171776,4.768103,0.7771487,391.83994
gJS_sBM_cAll_d01_mJS3_ch03,gJS,524,0.36197394,0.30029374,1.2210386,0.29118213,189.31238
gMH_sBM_cAll_d23_mMH0_ch01,gMH,720,0.9928184,0.4107395,2.16245,0.9599448,713.8364
gKR_sFM_cAll_d29_mKR2_ch10,gKR,2302,1.0498378,0.70013684,4.1405897,0.86813116,2415.6768
gMH_sBM_cAll_d23_mMH1_ch01,gMH,640,1.3395797,0.536654,2.9898686,1.3057504,855.99146
gLO_sBM_cAll_d14_mLO4_ch01,gLO,480,0.33508494,0.25686687,0.9921636,0.25507674,160.50569
gLO_sBM_cAll_d14_mLO5_ch01,gLO,443,0.27815092,0.19897947,0.8832041,0.20700711,122.9427
gHO_sBM_cAll_d21_mHO4_ch01,gHO,443,0.83128035,0.31251022,1.5297145,0.82344943,367.4259
gHO_sBM_cAll_d21_mHO5_ch01,gHO,426,1.0228455,0.38683587,1.9434296,1.0349146,434.70932
gLH_sBM_cAll_d17_mLH4_ch03,gLH,480,0.8518742,0.4210566,1.7544943,0.8205013,408.04773
gWA_sBM_cAll_d26_mWA5_ch02,gWA,443,0.5217424,0.4277006,2.826942,0.39330232,230.61014
gMH_sBM_cAll_d22_mMH3_ch07,gMH,524,1.6474983,0.61254257,3.372113,1.6417341,861.6416
gWA_sBM_cAll_d26_mWA4_ch02,gWA,480,0.38257766,0.37109002,2.6639059,0.24372676,183.2547
gWA_sBM_cAll_d26_mWA0_ch08,gWA,720,0.26524457,0.22423013,2.2372212,0.18838406,190.71085
gLO_sBM_cAll_d13_mLO2_ch07,gLO,576,0.74602336,0.35590532,1.6673298,0.7037955,428.96344
gLO_sFM_cAll_d14_mLO2_ch10,gLO,2302,0.7965241,0.59015614,6.0494285,0.65482074,1832.802
gKR_sBM_cAll_d30_mKR2_ch02,gKR,576,0.5571171,0.22386116,1.0833602,0.5233655,320.34235
gKR_sBM_cAll_d30_mKR3_ch02,gKR,524,1.0088862,0.36047328,1.799521,1.0295984,527.6475
gKR_sBM_cAll_d29_mKR5_ch01,gKR,443,0.7764431,0.3752333,1.8075367,0.6957039,343.18787
gWA_sFM_cAll_d27_mWA0_ch15,gWA,2878,0.485492,0.38591525,3.629313,0.3998287,1396.7605
gKR_sBM_cAll_d29_mKR4_ch01,gKR,480,0.671763,0.3140145,1.7743928,0.6062995,321.77448
gKR_sBM_cAll_d30_mKR2_ch03,gKR,576,0.30280793,0.133118,0.7914091,0.29325676,174.11456
gBR_sBM_cAll_d04_mBR3_ch01,gBR,524,1.4605386,0.49744192,2.582646,1.4818288,763.8617
gBR_sBM_cAll_d04_mBR2_ch01,gBR,576,1.0112054,0.41759506,2.023742,1.0170828,581.4431
gLO_sBM_cAll_d13_mLO2_ch06,gLO,576,1.0251552,0.41469502,1.9116969,1.0645483,589.46423
gMH_sBM_cAll_d22_mMH3_ch06,gMH,524,1.6916418,0.886981,4.4314156,1.587841,884.72864
gLH_sBM_cAll_d17_mLH4_ch02,gLH,480,0.9861123,0.51074135,2.2076423,0.98972565,472.34778
gLH_sBM_cAll_d17_mLH5_ch02,gLH,443,1.0833526,0.50507987,2.4300475,1.0628605,478.84186
gHO_sBM_cAll_d21_mHO5_ch02,gHO,426,1.2687813,0.548626,2.9393172,1.2271221,539.23206
gHO_sBM_cAll_d21_mHO4_ch02,gHO,443,1.0672061,0.46422634,2.1901207,1.0184823,471.70514
gLO_sFM_cAll_d13_mLO2_ch03,gLO,2302,0.8140629,0.56350315,3.19094,0.70073473,1873.1587
gMH_sBM_cAll_d22_mMH3_ch04,gMH,524,1.37838,0.58935916,2.9136362,1.3244982,720.8927
gWA_sBM_cAll_d26_mWA4_ch01,gWA,480,0.19528721,0.21393655,2.7853005,0.14772658,93.54257
gMH_sBM_cAll_d22_mMH3_ch10,gMH,524,1.987505,0.52024525,3.4654298,2.0178204,1039.4651
gWA_sBM_cAll_d26_mWA5_ch01,gWA,443,0.25905764,0.2461495,1.9777755,0.19097748,114.50347
gLO_sBM_cAll_d13_mLO2_ch10,gLO,576,0.5897635,0.3443509,1.6877211,0.54379576,339.114
gLO_sBM_cAll_d13_mLO2_ch04,gLO,576,0.058863718,0.050970636,0.23367189,0.0368138,33.846638
gKR_sBM_cAll_d30_mKR3_ch01,gKR,524,1.287166,0.39331928,2.5306003,1.2916802,673.1878
gKR_sBM_cAll_d30_mKR2_ch01,gKR,576,0.45447838,0.27111137,1.279849,0.38107818,261.32507
gKR_sBM_cAll_d29_mKR4_ch02,gKR,480,0.5275621,0.22730279,1.0623345,0.5490437,252.70224
gKR_sBM_cAll_d29_mKR5_ch02,gKR,443,0.6303064,0.2968135,1.4078265,0.57045186,278.59543
gBR_sBM_cAll_d04_mBR2_ch02,gBR,576,0.91011614,0.42602944,2.1621752,0.9103648,523.3168
gBR_sBM_cAll_d04_mBR3_ch02,gBR,524,0.90595055,0.44125298,2.2118099,0.8783021,473.81213
gLO_sBM_cAll_d13_mLO2_ch05,gLO,576,0.3578997,0.19296288,0.8382134,0.34412703,205.79233
gLH_sFM_cAll_d17_mLH4_ch12,gLH,1919,0.7945222,0.5495578,6.216429,0.66213584,1523.8937
gMH_sBM_cAll_d22_mMH3_ch05,gMH,524,1.2554656,0.5381176,4.2784348,1.2726319,656.6085
gLH_sBM_cAll_d17_mLH5_ch01,gLH,443,1.3553348,0.6505652,2.7912822,1.3337713,599.058
gLH_sBM_cAll_d17_mLH4_ch01,gLH,480,1.2913364,0.63337713,2.6621084,1.236903,618.5502
gHO_sBM_cAll_d21_mHO5_ch03,gHO,426,1.178216,0.4261704,2.0866954,1.2146454,500.7418
gJS_sBM_cAll_d02_mJS5_ch02,gJS,443,0.19655627,0.18787132,0.7274194,0.1211644,86.87787
gJS_sBM_cAll_d02_mJS4_ch02,gJS,480,0.1679078,0.16395962,0.69627976,0.093040206,80.42784
gHO_sBM_cAll_d21_mHO5_ch07,gHO,426,1.0795258,0.47175398,2.3873944,1.0465677,458.7985
gLH_sBM_cAll_d17_mLH4_ch05,gLH,480,0.9878466,0.36992696,2.051279,1.0298305,473.17853
gMH_sBM_cAll_d22_mMH3_ch01,gMH,524,1.505635,0.6120798,4.0149903,1.4980935,787.44714
gMH_sBM_cAll_d22_mMH2_ch01,gMH,576,1.1920767,0.5018668,2.559461,1.1995811,685.4441
gHO_sBM_cAll_d20_mHO5_ch09,gHO,426,0.8831455,0.2554624,1.4903651,0.8811182,375.33685
gLH_sBM_cAll_d16_mLH1_ch01,gLH,640,1.2534401,0.55681133,2.9279418,1.1655688,800.94824
gLH_sBM_cAll_d16_mLH0_ch01,gLH,720,0.87716246,0.5286883,2.2341726,0.7377979,630.6798
gKR_sFM_cAll_d30_mKR2_ch17,gKR,2302,0.7453176,0.52571857,2.8475573,0.63473773,1714.9757
gMH_sFM_cAll_d24_mMH3_ch18,gMH,2093,1.1616038,0.6383096,4.485025,1.0543813,2430.0752
gLO_sBM_cAll_d13_mLO3_ch01,gLO,524,0.18570279,0.21986146,0.9430348,0.10204832,97.12256
gLO_sBM_cAll_d13_mLO2_ch01,gLO,576,0.07992356,0.066990875,0.29373002,0.05926771,45.956047
gKR_sBM_cAll_d30_mKR2_ch10,gKR,576,0.2654657,0.1293902,0.58130115,0.26067492,152.64278
gPO_sBM_cAll_d10_mPO3_ch02,gPO,524,0.7181883,0.375903,1.6196321,0.75509757,375.6125
gKR_sBM_cAll_d30_mKR2_ch04,gKR,576,0.66930914,0.288065,1.4030871,0.6242912,384.85275
gPO_sBM_cAll_d10_mPO2_ch02,gPO,576,0.39207485,0.25920242,1.1883353,0.3218477,225.44304
gWA_sFM_cAll_d26_mWA0_ch08,gWA,2878,0.5082093,0.4070285,4.435169,0.4221229,1462.1182
gHO_sBM_cAll_d19_mHO1_ch02,gHO,500,0.92160064,0.29970756,1.5662361,0.9445926,459.87872
gHO_sBM_cAll_d19_mHO0_ch02,gHO,524,0.85291433,0.282451,1.511276,0.8907317,446.0742
gKR_sBM_cAll_d30_mKR2_ch05,gKR,576,0.6801584,0.34581274,1.7374892,0.6323937,391.09106
gKR_sBM_cAll_d28_mKR0_ch02,gKR,720,0.31849214,0.268645,1.0776505,0.21502712,228.99585
gKR_sBM_cAll_d28_mKR1_ch02,gKR,640,0.5967182,0.38030824,1.3541268,0.51597816,381.30292
gHO_sBM_cAll_d20_mHO1_ch02,gHO,500,1.240935,0.42293993,2.2775023,1.2513713,619.22656
gHO_sBM_cAll_d20_mHO0_ch02,gHO,524,0.92994046,0.35051122,1.6601388,0.905736,486.35886
gHO_sBM_cAll_d20_mHO5_ch08,gHO,426,1.0128582,0.42698085,2.188199,0.90624225,430.46472
gJB_sBM_cAll_d09_mJB2_ch01,gJB,576,0.97809696,0.35152438,1.9557489,0.9513912,562.40576
gJB_sBM_cAll_d09_mJB3_ch01,gJB,524,1.0901995,0.45268795,3.0782027,1.090642,570.1743
gLH_sBM_cAll_d17_mLH4_ch10,gLH,480,0.24148725,0.1310258,0.7729993,0.2137607,115.67239
gLH_sBM_cAll_d17_mLH4_ch04,gLH,480,0.4490746,0.20115365,1.0845416,0.42563444,215.10674
gHO_sBM_cAll_d21_mHO5_ch06,gHO,426,1.2560228,0.3352883,2.4356942,1.2332456,533.8097
gJS_sBM_cAll_d02_mJS4_ch01,gJS,480,0.017008897,0.01319781,0.05896063,0.012579772,8.147262
gJS_sBM_cAll_d02_mJS5_ch01,gJS,443,0.02085306,0.012933879,0.062040057,0.01680832,9.217052
gHO_sBM_cAll_d21_mHO5_ch10,gHO,426,0.9177179,0.45207798,2.3479316,0.8125044,390.0301
gHO_sBM_cAll_d21_mHO5_ch04,gHO,426,1.3962454,0.4818784,2.3992152,1.4570973,593.4043
gLH_sBM_cAll_d17_mLH4_ch06,gLH,480,0.8201999,0.31591842,1.5648675,0.8293013,392.87576
gWA_sBM_cAll_d25_mWA0_ch08,gWA,720,0.41083446,0.24200146,1.2092562,0.34837502,295.38998
gMH_sBM_cAll_d22_mMH2_ch02,gMH,576,1.017818,0.5083006,2.5588531,0.96278805,585.24536
gMH_sBM_cAll_d22_mMH3_ch02,gMH,524,1.330906,0.6518885,2.9758387,1.2473557,696.06384
gLH_sBM_cAll_d16_mLH0_ch02,gLH,720,0.86197597,0.4076409,1.964835,0.7752098,619.76074
gLH_sBM_cAll_d16_mLH1_ch02,gLH,640,1.3107077,0.56248254,3.0871308,1.2161798,837.54224
gLO_sBM_cAll_d15_mLO2_ch08,gLO,576,1.1841891,0.5553217,2.611456,1.180319,680.90875
gLO_sBM_cAll_d13_mLO2_ch02,gLO,576,0.16747771,0.09170616,0.45279187,0.15407364,96.29968
gLO_sBM_cAll_d13_mLO3_ch02,gLO,524,0.42648688,0.2521769,1.1323512,0.4205966,223.05264
gKR_sBM_cAll_d30_mKR2_ch07,gKR,576,1.7859759,0.9950042,4.1303086,1.7183429,1026.9362
gPO_sBM_cAll_d10_mPO2_ch01,gPO,576,0.2696011,0.22504424,0.7266776,0.17891829,155.02063
gPO_sBM_cAll_d10_mPO3_ch01,gPO,524,0.43152812,0.2998501,1.0403908,0.35782674,225.68921
gMH_sBM_cAll_d24_mMH3_ch08,gMH,524,0.9442411,0.53601366,2.099253,0.85076267,493.8381
gMH_sBM_cAll_d24_mMH3_ch09,gMH,524,1.1957217,0.7084958,2.594843,1.1589437,625.3625
gJB_sFM_cAll_d07_mJB5_ch06,gJB,1771,1.320523,0.9655056,7.036971,1.1333466,2337.3257
gHO_sBM_cAll_d19_mHO0_ch01,gHO,524,0.5775171,0.21360676,1.0473405,0.5749344,302.04144
gHO_sBM_cAll_d19_mHO1_ch01,gHO,500,0.6151715,0.21722429,1.1395421,0.61588025,306.97058
gKR_sBM_cAll_d30_mKR2_ch06,gKR,576,0.7009417,0.4056325,1.5758036,0.6941798,403.04147
gKR_sBM_cAll_d28_mKR1_ch01,gKR,640,1.136044,0.4701577,2.4421904,1.146951,725.9321
gMH_sFM_cAll_d22_mMH3_ch04,gMH,2093,1.1458946,0.7034337,3.7120278,0.99519324,2397.2117
gLO_sBM_cAll_d13_mLO2_ch03,gLO,576,0.06853179,0.0662011,0.29916927,0.04463713,39.405777
gKR_sBM_cAll_d28_mKR0_ch01,gKR,720,0.49246934,0.2487803,1.1333994,0.44528028,354.08545
gLO_sBM_cAll_d15_mLO2_ch09,gLO,576,0.4086857,0.49834657,1.9132009,0.1645022,234.99428
gHO_sBM_cAll_d20_mHO0_ch01,gHO,524,0.75521064,0.26979417,1.5240924,0.7242365,394.97516
gHO_sBM_cAll_d20_mHO1_ch01,gHO,500,1.3054804,0.33265865,2.0792153,1.2880256,651.4347
gMH_sBM_cAll_d22_mMH3_ch03,gMH,524,1.6437963,0.7335232,3.514822,1.6638304,859.7055
gJB_sBM_cAll_d09_mJB3_ch02,gJB,524,1.205303,0.61336035,3.5598261,1.1529136,630.3735
gWA_sBM_cAll_d25_mWA0_ch09,gWA,720,0.28636244,0.2707207,1.670466,0.20617412,205.89459
gJB_sBM_cAll_d09_mJB2_ch02,gJB,576,1.1694959,0.6243278,2.991972,1.0700268,672.46014
gLH_sBM_cAll_d17_mLH4_ch07,gLH,480,0.52502036,0.19104141,1.1475335,0.51009315,251.48474
gHO_sBM_cAll_d21_mHO5_ch05,gHO,426,1.0202426,0.40920934,1.9572355,1.0638237,433.6031
